,0
spotify:artist:4AbRZCdZWw8qioHDpEmojJ,"Seabird,27"
spotify:artist:5tCeQBUq8fmvwWtDjr6Sbc,"VOTA,14"
spotify:artist:06584gHu2mO2eorGZ9ORgu,"Mark Harris,30"
spotify:artist:3EN535SkJxzMVp1vb4ufYK,"Paul Colman,21"
spotify:artist:2McwkTZTIHPoqxBr2Sqajd,"After Edmund,16"
spotify:artist:3TLmpHQyBciGgCnEOnjoUV,"Phil Joel,17"
spotify:artist:5uv2Sfd9jIDiHtQMZ5p38z,"Sarah Kelly,16"
spotify:artist:4VM0ghxvWl8e3dXfI09Rpa,"Ten Shekel Shirt,17"
spotify:artist:3AA28KZvwAUcZuOKwyblJQ,"Gorillaz,80"
spotify:artist:0wY1K9SgxbaRfoFRmSR5x5,"SL,65"
spotify:artist:4oDjh8wNW5vDHyFRrDYC4k,"Loyle Carner,67"
spotify:artist:3r1XkJ7vCs8kHBSzGvPLdP,"slowthai,67"
spotify:artist:5zfEatKLDdRkgbw6sdLBAQ,"Octavian,66"
spotify:artist:1sLYZv95ZXwVfyGHan5w45,"Jaykae,64"
spotify:artist:3twuAojvYNrlWZpMkxLm3P,"Daveed Diggs,69"
spotify:artist:50nN8IFD4xA67fI4jYbLV4,"Kano,59"
spotify:artist:6TLwD7HPWuiOzvXEa3oCNe,"Oliver Tree,72"
spotify:artist:290nCNEce1y6rfoJiO2rK7,"Pa Salieu,56"
spotify:artist:6DJEUXZm0e2rAohdoZ5Voo,"Black Thought,63"
spotify:artist:3FyA6R41UYLDXfRRcaOhh5,"Big Zuu,50"
spotify:artist:6C0Tazx8fb7cJIhm2s2Ttm,"Kamakaze,48"
spotify:artist:1q13yHC6Syg5Y8iPLrRnCq,"Joell Ortiz,61"
spotify:artist:0ZnmpHEiVrHpbyRqDYjnTL,"Smoke Boys,48"
spotify:artist:6yJ6QQ3Y5l0s0tn7b0arrO,"JPEGMAFIA,65"
spotify:artist:0IVcLMMbm05VIjnzPkGCyp,"J Dilla,60"
spotify:artist:3fZgTHf9UHEA1oLYLEhnk2,"The Mouse Outfit,50"
spotify:artist:0W2ZH8knJiOzH0ZwXnsgox,"The Four Owls,50"
spotify:artist:65dGLGjkw3UbddUg2GKQoZ,"BADBADNOTGOOD,62"
spotify:artist:5Dm525w7dCfRzudUS4EeQE,"Fliptrix,45"
spotify:artist:6ns6XAOsw4B0nDUIovAOUO,"GZA,59"
spotify:artist:5z9wLR0RGBcWMXr4fCZW0K,"Greentea Peng,52"
spotify:artist:0sXhBmVgBTDxkQb8CUbhhR,"Coops,45"
spotify:artist:5iRM7qYip6UNfQaPe2reCz,"Barney Artist,47"
spotify:artist:5Rzqmz1zAszembFHGZQuAt,"Souls Of Mischief,55"
spotify:artist:4KKnsk3tGkfwChmUmmJ0kh,"Capo Lee,41"
spotify:artist:6bI4QlfGPaqabHlHwcXLg3,"ayrtn,39"
spotify:artist:6l7R1jntPahGxwJt7Tky8h,"Obongjayar,46"
spotify:artist:4iCwCMnqsNZ6atvRiADgtn,"RZA,60"
spotify:artist:6NL31G53xThQXkFs7lDpL5,"Rapsody,59"
spotify:artist:46UwhbFeBTomehI8g7tGFu,"Lunar C,40"
spotify:artist:0ABk515kENDyATUdpCKVfW,"Westside Gunn,57"
spotify:artist:4OBbOrkD4geIjOLrICN3wO,"Inspectah Deck,55"
spotify:artist:67gqUXxHedeUGDTxwBzdjS,"Conway the Machine,55"
spotify:artist:42Np3r8zXnaKcjLQsQSjyG,"Blackalicious,50"
spotify:artist:3yuHkgjO9RYhxD3cr16FXa,"Sniff,38"
spotify:artist:3eOeJWNle9qh1SH3fCg59O,"Klashnekoff,38"
spotify:artist:5DKuVtlpDH0agZQUFDy8O7,"Pharoahe Monch,54"
spotify:artist:1KeJhR0ENFviw187pD4LPT,"Blu,54"
spotify:artist:3Olj0tO8uXVYb3KfX4S3a5,"Smellington Piff,36"
spotify:artist:2302CN9XlYXXYutCd4TsXn,"Dr. Syntax,36"
spotify:artist:1peoXq0RPx7czVoFjloeDQ,"MAVI,50"
spotify:artist:151BUVKmiB9rHDjIkgbeVE,"Apollo Brown,53"
spotify:artist:0wIb0PhwT3disoWykRhq6V,"Viktor Vaughn,47"
spotify:artist:0J6PhnVD21GSFoJ9HoadLH,"Milo,50"
spotify:artist:59fXT8REPhYypqMiXMxSKs,"BlazeYL,32"
spotify:artist:2U1vwQRYQmG7ypKJF1JTEb,"R.A.P. Ferreira,49"
spotify:artist:6fK2hnSgfRPxR6sL975XQS,"Apathy,53"
spotify:artist:0LjApYPFAPUvMYMb1gFJrc,"Pitch 92,39"
spotify:artist:2iclO3rlyF0YVNE46ctYRj,"Jungle Brothers,47"
spotify:artist:3UHGHiVMz1L0XqFi3oXHvH,"Collard,41"
spotify:artist:1nJX9DZHvd27lKDx8NM8Rt,"Nix Northwest,36"
spotify:artist:0mTfntDCCWRozUnyxpGf6E,"Saigon,43"
spotify:artist:2efzHZrUGhawnSOTpyAHOQ,"Deltron 3030,50"
spotify:artist:5VoreVetRqMEFui6KpGdt2,"Bone Slim,34"
spotify:artist:6JvEcv04PhUKWrUYZJrj1F,"Bel Cobain,33"
spotify:artist:39vtb2iiz3079nqfL5nfFc,"billy woods,44"
spotify:artist:0hqEh6jBZkLJKgUHvb5tRS,"Mr Key,31"
spotify:artist:4Ent8eoQiuvjv0av4zKVWZ,"Virgil Hawkins,31"
spotify:artist:2dWF6m2ksP9GN75fufFp16,"Murs,50"
spotify:artist:7HBiwH66vHZnTvHFtXwsp0,"TrueMendous,29"
spotify:artist:7Mws36yO3takBR2WMsXOkM,"Damu The Fudgemunk,47"
spotify:artist:20dRvQDfCTLJU0pgq13ZYp,"Your Old Droog,44"
spotify:artist:0Zji66LHK0QCC8AUMuyp3h,"Guilty Simpson,44"
spotify:artist:6wq0ypfSKR1Baqi4qoJWsq,"Jazz Liberatorz,42"
spotify:artist:73Urm8TgtoYR7Iavs8UTRL,"Danny Sanchez,26"
spotify:artist:0XTSrpKEUhzQ5aiYswppxh,"Hieroglyphics,48"
spotify:artist:6JKG0pbEKWeRYZbOaBteuW,"L3,27"
spotify:artist:17Q9sCBpIyS6yM2YyaI6R4,"Lords Of The Underground,48"
spotify:artist:4QDMR9fMfooYT6FZJ0O43X,"Tony Broke,28"
spotify:artist:5BxMS9rhKHbSagaYFBICun,"JJ DOOM,38"
spotify:artist:3LLs28LJVlXAjWc8UDkcQZ,"Zion I,49"
spotify:artist:3lpjPnmp91ZDn7t8mDloyX,"Mcabre Brothers,27"
spotify:artist:556vpAit0VPDDqxdIUTNsb,"Clear Soul Forces,38"
spotify:artist:6vwJ3e6KaQAhLEpBPxCMBC,"Reflection Eternal,40"
spotify:artist:2E78kTKamtXgdRkK1jrc0f,"Sage Francis,41"
spotify:artist:7pDkjftAxiFHomWsPNkapS,"DJ Muggs,44"
spotify:artist:6sDyTDjzGxcvyhLn5x9RyY,"Fashawn,42"
spotify:artist:70S4sHnxr55YQxZ53H5guq,"KMD,37"
spotify:artist:5FAmkZj1Tj1bXVnkwDVILh,"Lanky Sun,22"
spotify:artist:5s1QeAf7U5ELP9PTeLaicb,"Homeboy Sandman,38"
spotify:artist:4J5wPTEfRbrRi44UZyC21E,"Crave Moore,28"
spotify:artist:60R4M19QBXvs0gO4IL6CpS,"The Foreign Exchange,42"
spotify:artist:2Qvj1it0OQswQ4zu836oWw,"Sumgii,25"
spotify:artist:2RPgvowoS8BYurtbUjwKjt,"Trademark Da Skydiver,47"
spotify:artist:6JUYoXMqyEr6tk0lc8vRrq,"Cappo,28"
spotify:artist:4LSixDzXl43EzlPU2EydWs,"Edan,33"
spotify:artist:28ueaNvYEeeoU0z6hFi2n9,"Juga-Naut,23"
spotify:artist:3aQTJZDnQ5VAxGvil5fIzK,"Lxdxp,20"
spotify:artist:5dTOjAtRb3kK6KTKwjcSo1,"Children Of The Damned,22"
spotify:artist:3W9SDpMLYOSVYn5zIqr90j,"Rasco,35"
spotify:artist:3R91T9VnUyQEuNzR1VSFVV,"Badhabitz,21"
spotify:artist:0giUOGLTAaVVbdr7aSwM0N,"CRIMEAPPLE,35"
spotify:artist:3pRGDQwziDLpZdM6zVK7TM,"Lewis Parker,27"
spotify:artist:4CcYOJCtBvHYTZH3MxnKVI,"Tommy Evans,19"
spotify:artist:0hZvVmOluFCV1ZjvvqtRB6,"Willie The Kid,40"
spotify:artist:3c5J6hzTBZJVsjJ9FJoQ0V,"Mello Music Group,32"
spotify:artist:1SlPJ2l80sMnCHpz1wB8nT,"Blue Scholars,42"
spotify:artist:3M5miYDu8lWrm0A3Q0OTag,"J. Rawls,33"
spotify:artist:3j7mwNVoiAxtEEWnkk9ydE,"HAPPYPPL,11"
spotify:artist:5yLqc0R4cy4fVot8LuEkj4,"Haiku D'Etat,27"
spotify:artist:5NKbYmJa8DHOtMHL8psPe4,"The Northaze,12"
spotify:artist:3jOh5Hdrc5A8nQxBf5Q6gN,"Percee P,24"
spotify:artist:5504Qqp7s40bqBqzWMEByl,"Pac Div,32"
spotify:artist:3kYkzkQy0m3zVVTo4Hpv4k,"Horror City,27"
spotify:artist:7H6wBx1qzoFetC9lboTfq9,"Jericho Jackson,25"
spotify:artist:26fLh0Y5WBhJ0sUeG5GnBq,"Quakers,17"
spotify:artist:5SoK9AMhMcwEkTK04Fylz1,"DOOMSTARKS,21"
spotify:artist:1979TL9BYIaUZxqbqUUhFa,"Soul Position,26"
spotify:artist:46auOkH1pk28rWrSoUNhLo,"Orville Peck,58"
spotify:artist:2qc41rNTtdLK0tV3mJn2Pm,"Ryan Adams,61"
spotify:artist:2QoU3awHVdcHS8LrZEKvSM,"Wilco,64"
spotify:artist:2UBTfUoLI07iRqGeUrwhZh,"Steve Earle,60"
spotify:artist:0nJUwPwC9Ti4vvuJ0q3MfT,"John Prine,62"
spotify:artist:7gqsi6aBSkRMJoL9psKqMr,"Bill Callahan,54"
spotify:artist:3ZWab2LEVkNKiBPIClTwof,"Townes Van Zandt,57"
spotify:artist:79JJCxCCfJ8HufX6w8q2k4,"Damien Jurado,55"
spotify:artist:5yN0nwLpUCaZ2gr67bndCN,"Amanda Shires,57"
spotify:artist:3Lg3FGwBxOGuefqekQzRUf,"Jason Isbell and the 400 Unit,60"
spotify:artist:31z9f9AyPawiq0qlBO1M3i,"Ryan Bingham,57"
spotify:artist:2xLEV2jDreAOcpJXFNoXyt,"Hurray For The Riff Raff,45"
spotify:artist:3Wok7FweiLrlia97LMCJh1,"Bill Fay,43"
spotify:artist:3iexGtoBAyCUbxOKeru5py,"William Tyler,45"
spotify:artist:0rESpKEusFHxhW59MIf7eM,"The Flying Burrito Brothers,48"
spotify:artist:4Ajgo7nAsTzjSFymIfBjZ1,"The Felice Brothers,44"
spotify:artist:5oBpxK3bSEGeENPP6C5QMO,"Mapache,44"
spotify:artist:3PCC1w6AJvKLFpZbDJrsGe,"Jimmy LaFave,44"
spotify:artist:01JvPU3kH9sxiT4EP0kmKg,"Honey Harper,35"
spotify:artist:1PWHsS9haruM3AEebZuGs9,"Levon Helm,50"
spotify:artist:2tMcnRGaCtfz1ZyTBgHjmW,"Twain,39"
spotify:artist:2zTCLiQ8OUIWEyV6eZWzFy,"Richmond Fontaine,26"
spotify:artist:2l7DkzVuYJW700mR7r43un,"Palace Music,32"
spotify:artist:27AzFtMZhRN78bAMPntbpF,"Old 97's,44"
spotify:artist:4tlnuBsCPe8BHUuADPvUSL,"Dave Rawlings Machine,43"
spotify:artist:2EEw2tt8AJcH9qXUeB96Oc,"Will Oldham,31"
spotify:artist:3vidJsiALgVC5ZuweJgeDT,"Chuck Prophet,39"
spotify:artist:7h5ZCPVyKFtXc8NxOVmgMD,"Anna St. Louis,30"
spotify:artist:7oJ1EabmX7ejrie3NBzn0p,"Kacy & Clayton,36"
spotify:artist:2k07pWgpJiFIbb9q1yJ36B,"Magnolia Electric Co.,38"
spotify:artist:2TbbmB7fmmCN7rlOt1wHlC,"Vincent Neil Emerson,36"
spotify:artist:08Gc0o3GdjIKtQVoNYaVNG,"Jeremy Ivey,33"
spotify:artist:2h1yu5lZfADFN2OG7UvzEq,"The Country Side Of Harmonica Sam,32"
spotify:artist:0dfNZ0xBHU3UipMv5gn9Se,"Jonny Fritz,30"
spotify:artist:0uzmoK3E1j2Cvl9XkFs1JR,"Cory Branan,30"
spotify:artist:6qQpSCDIS4V5Md1sfgaCkh,"Peter Bruntnell,15"
spotify:artist:5au2vhHl8DViD9PUxUZBTb,"Middle Brother,40"
spotify:artist:5rTfve7qtpGUq2PVVmyFVS,"Wayne Hancock,37"
spotify:artist:3WNuXg2cfUF1m2ol7bh5ff,"Green On Red,23"
spotify:artist:1Cc79YAHP7xvQAVQSjveP6,"Alejandro Escovedo,37"
spotify:artist:2GkbVJYd1bZbQvVYS7ORZ2,"Kelly Hogan,20"
spotify:artist:6kWzLAW2ZUuy22mLrdwZSY,"Zephaniah OHora,25"
spotify:artist:4uyMcYXJM1rO5fvC9lOKwF,"John Doe,24"
spotify:artist:5Xkfy1HC5JSFKU1Z4lr3Ru,"Blackie & The Rodeo Kings,29"
spotify:artist:5KQfmZXSSvisByWRzGuOwz,"Wrinkle Neck Mules,33"
spotify:artist:5JnjssuFBg104paXN0mKKn,"Patterson Hood,22"
spotify:artist:47oLtOqeDZeU4CU2Aq3M37,"Two Cow Garage,17"
spotify:artist:6reL7Hq6obyCxSqurc8i1D,"Marah,19"
spotify:artist:2lMw9KHEs2ymoFBRuSrMHk,"Caitlin Cary,16"
spotify:artist:5QE1IOAlYbgpOCbIlv1r2j,"Paul Burch,18"
spotify:artist:0redmzicS1ckAeRinbERW2,"Tommy Alexander,6"
spotify:artist:13Qs0eKd4SwAu5xTkgdPtb,"Ole Tinder,0"
spotify:artist:2HR8AtUTgW2StBOCUTuoCC,"Bill Mallonee,0"
spotify:artist:3WMUq68uHWBQ8eGHDu2whV,"Sarah Lee Langford,5"
spotify:artist:3gM78J38rVRDpzVkppBnGI,"Lasers Lasers Birmingham,6"
spotify:artist:5wQMQ76OoC3uHsrkWzB7Iw,"Colin L. Orchestra,0"
spotify:artist:6RKAGwDvLHTinBZsyeiDU8,"HYWAYS,5"
spotify:artist:6osWFsdfO9F5O82CoyUYE5,"Jenna Rae,10"
spotify:artist:6pwdJyPinRaOdoWLYXJrSF,"Joelton Mayfield,17"
spotify:artist:6zr6SwoXgPIZw5iJIV127L,"Star Anna & The Laughing Dogs,4"
spotify:artist:6meTcQ79DrfkIuSLPZkpBg,"The Story So Far,62"
spotify:artist:0qqxspZOkbN00bu6DaRIrn,"Four Year Strong,60"
spotify:artist:0gLjJuczGWhqKVMmVpIT52,"Turnover,60"
spotify:artist:5ictveRyhWRs8Gt8Dvt1hS,"The Front Bottoms,62"
spotify:artist:7s3OoIocX1gTOnEvCg2VV8,"McCafferty,57"
spotify:artist:1HxXNvsraqrsgfmju1yKk8,"Modern Baseball,58"
spotify:artist:0nq64XZMWV1s7XHXIkdH7K,"The Wonder Years,57"
spotify:artist:7HWFXU9pHBj0u58yoRwwOJ,"The Menzingers,57"
spotify:artist:5fEKZRCUa0JApec5Xy095q,"Moose Blood,53"
spotify:artist:3kzNckjE5FzHQhe4pJiLKa,"The Hotelier,44"
spotify:artist:2ynylCO9SRPTKjgNEH0Y2a,"Angel Du$t,40"
spotify:artist:3yYUV3hkJit05YIUEODqgp,"Hop Along,48"
spotify:artist:5rOjuB5uYAoDMHgZM6CFBB,"Mat Kerekes,45"
spotify:artist:1IHjrY7ygKbmLVoUV1VcXc,"Superheaven,39"
spotify:artist:3YvQkjWJ5ykJVUNP7YbTy9,"From Indian Lakes,47"
spotify:artist:3nS4tSuT4VwGiZH6BtlJfC,"Incendiary,44"
spotify:artist:5gWhlJBlLQGLOgYWO8lwCU,"Saves The Day,48"
spotify:artist:1uQXG73H5lbcxVXcCHSjZ5,"Transit,43"
spotify:artist:3EYgeLZ0vtVHKkUL26Eu49,"Prince Daddy & the Hyena,47"
spotify:artist:2XhpclWPWJPpYnpFGRGIzj,"Banner Pilot,37"
spotify:artist:6WuH3nSjp98OqgwnDqYnRK,"The Movielife,30"
spotify:artist:3vdXxBafMPuaMmAWhxaFtn,"Captain We're Sinking,28"
spotify:artist:2FcxTTXQKgTdJzTeACMlVU,"Fireworks,34"
spotify:artist:3bTTtdHi2gxhc8O68LNXXB,"A Great Big Pile of Leaves,38"
spotify:artist:5vV4gEs3O35SdrdwhvhYwe,"Homesafe,35"
spotify:artist:3N4eFtnZCCXfMs0hBQwujT,"Mineral,33"
spotify:artist:3IaqcRr2teHDEqhRE5emu9,"empire! empire! (i was a lonely estate),34"
spotify:artist:2OUGTXNFUe4WwC4CWpvIal,"Dads,33"
spotify:artist:6scS2RlUYZHwgNWfMfviOL,"Retirement Party,35"
spotify:artist:3lM0FzHYu9y18bx6yz2hNF,"I Kill Giants,28"
spotify:artist:540R9ampm8wv8ddRgCuzmu,"Everyone Everywhere,29"
spotify:artist:4hDDp77r5fiAXhSlWFbAfh,"Mixtapes,24"
spotify:artist:36gdsrHzKZ0Wyb3uH7ZbEv,"Braid,30"
spotify:artist:1uWO3WGCLeZJOQVPXjAERW,"Pictures of Vernon,30"
spotify:artist:0VvySnLLgB17dDSn0i4LVC,"Dowsing,27"
spotify:artist:1t5vg6SgMno0PEptG8duTk,"No Trigger,28"
spotify:artist:3vsi8vM5Xs8p1NEQuZWP70,"I Call Fives,26"
spotify:artist:5ccLp1eIj7ufwLUpVLmSFl,"Crucial Dudes,22"
spotify:artist:3XHn51FdwX1GZCGMz6RMYM,"Pentimento,26"
spotify:artist:70kdOaT9bz3Flk8oDt1Mta,"Our Life Story,0"
spotify:artist:7hjCCpfiVNNsPLjJNZnNrA,"Rust Belt Lights,5"
spotify:artist:5oDtp2FC8VqBjTx1aT4P5j,"SHY FX,60"
spotify:artist:039zhJoEkboZ8Ii6K40Fb6,"Avelino,58"
spotify:artist:3K2Srho6NCF3o9MswGR76H,"Bakar,61"
spotify:artist:6ST2sHlQoWYjxkIVnuW2mr,"Jam Baxter,46"
spotify:artist:052uglZ4PgpVs8YxEOViXz,"Lord Apex,47"
spotify:artist:2fNzq2CUYlSewJPMKERyX2,"Lee Scott,46"
spotify:artist:0jU1Tdr7ONlgk0Ey9JgXra,"Manga Saint Hilare,44"
spotify:artist:2LakckgvXEtJlKOYP6BO11,"Lancey Foux,48"
spotify:artist:2TLYSzGyVYkxAgYSCqUnQj,"Jay Prince,59"
spotify:artist:3m634B61sWwR5xhu3lCyK6,"Leaf Dog,47"
spotify:artist:1jVgvfKynkRWY4SymwtOBS,"President T,44"
spotify:artist:2zW15LxDEcrbOkLUgvyp8i,"Verb T,45"
spotify:artist:620OB54yrIruI9dcHX41zT,"Sir Spyro,44"
spotify:artist:1gH9xoeNySnEkCtR2kbPiQ,"Swindle,42"
spotify:artist:0sq3OExudqk1vOkbSuc8KW,"Jimothy Lacoste,38"
spotify:artist:6W2nR7dEexKxsrLc4C4Xb9,"Ashbeck,34"
spotify:artist:2HSKYZUpx7rynGKcOI46e9,"Monster Florence,37"
spotify:artist:7l3zlwcm9aq7yogYA4Xn1p,"Jordy,36"
spotify:artist:5ybO9LJlZ1H2d0zBMhdjVa,"Splurgeboys,40"
spotify:artist:0WdEuvmHEZlmWCkKKwhm3t,"Flyo,34"
spotify:artist:43wKY96Kd6ucV8s3KTekTn,"Dan Le Sac vs Scroobius Pip,36"
spotify:artist:6XO1rl4e9IDahI86s9UJZC,"El Londo,33"
spotify:artist:5s55TVffEjZbMXd6pwqo8V,"Mez,35"
spotify:artist:5q9zHGohILrZ2j1bSL1VeG,"Barny Fletcher,36"
spotify:artist:7tQDfSGEfN1CJcCmnnN4FV,"Louis VI,37"
spotify:artist:56SXq1dAUN2vu4iWfXVnsL,"CHLOBOCOP,41"
spotify:artist:6T3s48D0MyrLVelqb2vKqB,"Jack Jetson,32"
spotify:artist:3g59zLOtTuGvZZcHMVYbSJ,"Smith Blaxk,29"
spotify:artist:5t65Pkf78TVmKyonLklYYa,"Contact Play,33"
spotify:artist:0TUhwf3LG9K23fyL6oftFV,"Pinty,32"
spotify:artist:7qKjoXJornKJBClL7kucsZ,"JD. Reid,32"
spotify:artist:7aVN7GGnvCgEnZpykvn1fj,"dxvl,30"
spotify:artist:47iUJeglMlsAgzqSP9MGA5,"Bisk,32"
spotify:artist:0eKY0x7zqfCOfiFR8YHEdV,"Nah Eeto,24"
spotify:artist:3EWJuXN2oN9z1F4xgwmxf5,"Them Vs Us,20"
spotify:artist:0XxlipbDXcss3jKfRfCahs,"Frenzy,21"
spotify:artist:4WQQLlpS02wm8kGeDM5Xpu,"languid.oceans,26"
spotify:artist:1moxjboGR7GNWYIMWsRjgG,"Florence + The Machine,76"
spotify:artist:3rJPS8fYBokXpYw1mS9wr0,"Raphaella,63"
spotify:artist:6CwfuxIqcltXDGjfZsMd9A,"MARINA,73"
spotify:artist:53KwLdlmrlCelAZMaLVZqU,"James Blake,70"
spotify:artist:06knYh538h5SI7OAEF8ek3,"Georgia,60"
spotify:artist:2KT0mSAPvd9PreXYCiVfVO,"Just Jack,49"
spotify:artist:28EyduqESEOVMO6vglvaUZ,"Joesef,50"
spotify:artist:0QWrMNukfcVOmgEU0FEDyD,"Jacob Collier,59"
spotify:artist:6J1pbNXDK0BTTMCvaO5xPv,"Delilah,44"
spotify:artist:09kXLeOXRyfNQMXRaDO4qA,"Nilüfer Yanya,54"
spotify:artist:7ic9h4HxC9vccg3mk4NRFV,"PLYA,32"
spotify:artist:7pPOvwCq4bb2iObs8twDir,"Nabihah Iqbal,28"
spotify:artist:0LazfGmIM2fG2g9Xg3ZLWA,"Zoey Lily,28"
spotify:artist:7edpqbQnGU6YySpab5ItAU,"Siobhan Donaghy,21"
spotify:artist:0NJemRHD1ainpKuFewwkLz,"Sälen,24"
spotify:artist:5bGWQ9mEBYAo0GYymwj2QV,"Gold Spectacles,35"
spotify:artist:6M6xKUFTRcTcksjZRf36hP,"Mary Epworth,21"
spotify:artist:5hf1zTbOSEKfGOisavBELf,"Elyar,31"
spotify:artist:603m5bq6ddB4hsohhwKNGP,"Grace Lightman,18"
spotify:artist:2CICny47Mu3LqSCe1eu4g0,"Day Fly,24"
spotify:artist:6USv9qhCn6zfxlBQIYJ9qs,"Dominic Fike,75"
spotify:artist:1kDGbuxWknIKx4FlgWxiSp,"Nothing But Thieves,67"
spotify:artist:6yFbpXlBH8XHVQGjUPUvKU,"He Is We,54"
spotify:artist:2eRJjYEaWyGZbOBGYFLBoC,"The Ready Set,53"
spotify:artist:0KkbcLeIV6qDA1IDFJgiV2,"Josh Golden,41"
spotify:artist:7MRDkEKtdsGcYn11A4qgUL,"The Downtown Fiction,47"
spotify:artist:3Hg9O2Wpboiw3UqyD7hgqL,"Mat Musto,11"
spotify:artist:52Jhw6Aj33kCutbvSRPECh,"Stephen Jerzak,32"
spotify:artist:0Qq0K34kq6Moqemk1aGwPH,"Backseat Goodbye,14"
spotify:artist:0kQ4L0KbUVe1q8rNQmA5pg,"Cedar Avenue,4"
spotify:artist:20qOe9lEJrWQOFKWM4KgAZ,"Ronnie Day,10"
spotify:artist:2D7xNo1Uwaa2TDOExHN0pQ,"Aubrey Wood,20"
spotify:artist:315CzUUEFgcLLcTwaDki61,"Letters and Lights,10"
spotify:artist:6DYPv142UEjmgjcpLQIier,"Nickasaur!,13"
spotify:artist:0wBCcT25zpZJUyElVTRdrL,"Feeling Every Sunset,28"
spotify:artist:5xkAtLTf309LAGZTbvULBn,"Ruel,76"
spotify:artist:1uR7zoLrSRI8bSL43OZ0GY,"Ezra Furman,58"
spotify:artist:4bS7w1U8P3Zuaa5jmj3mvN,"Denai Moore,42"
spotify:artist:4SdIXLzfabqU61iK7SnKAU,"G Flip,58"
spotify:artist:7B0uXJvJUTwwbeSToeZeJ4,"PHILDEL,46"
spotify:artist:2RwfRD2vlkdztGtVXENShq,"Chelou,47"
spotify:artist:7E41j1yL9ZeTWfqe9bUGgw,"Letters To Cleo,46"
spotify:artist:2i8ynmFv4qgRksyDlBgi6d,"Wire,50"
spotify:artist:2YT2DEtRTNmUZkR53QaU20,"Ok Moon,43"
spotify:artist:1G0Xwj8mza6b03iYkVdzDP,"The Sugarcubes,46"
spotify:artist:4aFx7q4WkiTWPLJNW5mkKK,"Nerina Pallot,37"
spotify:artist:2Tk2sOxCRRtUX77c1V6Ifb,"Approachable Members of Your Local Community,37"
spotify:artist:6iQluOJNzmmaXVVCA0XgbY,"Fergus James,44"
spotify:artist:5kW3q7Vywlw24apaeufin6,"Dan Black,36"
spotify:artist:3RCjhGXVQU0PhGNCmcIMF4,"Kieran Armitage,22"
spotify:artist:1JXB7XQ9hjLB5pnr1eowKR,"Camper Van Beethoven,38"
spotify:artist:2MNSJQop6Wx4hAt8GHyFZR,"Stats,24"
spotify:artist:3BCNtA8XR8vzu0uTMdMJrF,"ALA.NI,38"
spotify:artist:4bcaz6nXnH8LTRiXALe8XV,"Jawbreaker,44"
spotify:artist:0lF6OzYP9t7dobyMato8Gd,"changing cleo,39"
spotify:artist:4FYk4moRCGHdXIK3AMcelO,"The Muffs,39"
spotify:artist:6kM1b2Ze9w94VPfq4KhJF3,"Tiana Khasi,27"
spotify:artist:1Hgq78NaXI41PHyKKDEExF,"JEFFE,33"
spotify:artist:5BMsuUeplpt928CfxMxHAl,"Clea,34"
spotify:artist:0CgHJ8bXtKvGVQepJEhTHK,"Emma Pollock,19"
spotify:artist:4YjpqCSDD7zwMQgPYJMqb0,"Unwound,38"
spotify:artist:3L2tOP2vRYfjXVW4W1tKEJ,"Nina Las Vegas,28"
spotify:artist:4meTRfbaVba24HXyBwbKJ0,"Sycco,37"
spotify:artist:5E8EP2XI4VkHHUdhGTFKWK,"The Scene Aesthetic,35"
spotify:artist:1Z3e9C2l0oDLqztGoP3p1H,"N.Y.C.K.,30"
spotify:artist:1CgvL3gASrnuI8SKXr8K7F,"Pernice Brothers,26"
spotify:artist:0wdFA6pYR5qeFoEAkFiFBu,"Edward R.,29"
spotify:artist:2L4hIKcvgn76KaB7D9X5iZ,"Exhibitionist,24"
spotify:artist:3M36T3E5tty4w8DJT9WyWE,"Struan Shields,26"
spotify:artist:4jzHHEC3qk1j4hnIWPUnsu,"Seaweed,31"
spotify:artist:5xLdSGejmdil911M6q1HdU,"Jesse Labelle,31"
spotify:artist:0MyoWugdPYngWgagHhIbWa,"Wallace,25"
spotify:artist:2LsbZ4vhm7aWOEqBLZQfbX,"Tobin Sprout,25"
spotify:artist:0ZY9xX3ninRS8dDz82nRQS,"Bettie Serveert,30"
spotify:artist:16BUsJ6ltyEkyJsBEtweIq,"The City Never Sleeps,16"
spotify:artist:0I0VahDFplPkGInkRvoXPW,"Hallie,23"
spotify:artist:3YVROdE7mzyBldLQNGhuDQ,"Nancie Schipper,23"
spotify:artist:0Hko1NgISX00BkCPOuyVzQ,"Unrest,19"
spotify:artist:1eXj6lnkstX9hJEYzXB2jk,"Holiday Parade,19"
spotify:artist:1XsE995nQlRygtN1vcT5vm,"Romance on a Rocketship,20"
spotify:artist:17VzpmwXT0Rd7EKaJB841P,"Imperial Teen,23"
spotify:artist:6PvtObzrQDw6LT6XoUALpf,"Let's Get It,20"
spotify:artist:5YFFss1uTFY0gfMMR1f9FD,"Portastatic,18"
spotify:artist:0Fkkpc8GhsqoaSNoWC8XWc,"Ella Hooper,14"
spotify:artist:1YhsncuaKR9RmKnXPsLsAj,"Josie Moon,9"
spotify:artist:4x6p0XZz3f5v2qaxLtGjbP,"Sam Frankl,4"
spotify:artist:5OpBdwyScbdrwmbgENEYTQ,"Christofer Drew,9"
spotify:artist:3CANlbgZeWK8JiTak8VZYP,"School Boy Humor,20"
